[Header]
TITLE,MPMS DC Measurement
BYAPP,MPMS Measurement,2.1,Summary
FILEOPENTIME, 1201241390.953000 1/25/2008, 3:09:50 PM

INFO, APPNAME, MPMS MultiVu Application, Revision 1.56,  Build 67

INFO, NAME, Pr(Ru0.90Rh0.10)4P12
INFO, WEIGHT, 275.200
INFO, AREA, 1.000
INFO, LENGTH, 1.000
INFO, SHAPE, 0
INFO, COMMENT, Sample lot No.2
INFO, SEQUENCE FILE: Rh_doped.seq


INFO, BACKGROUND DATA FILE:, None


STARTUPAXIS,X,4,LINEAR,AUTO,0.000000,0.000000
STARTUPAXIS,Y1,5,LINEAR,AUTO,0.000000,0.000000


STARTUPGROUP,Longitudinal
FIELDGROUP,Longitudinal,1,2,3,4,5,6,7,8,9,15,16,17,18,27,28
FIELDGROUP,Transverse,1,2,3,4,10,11,12,13,14,19,20,21,22,27,28

PLOT_APPEARANCE,ALL,HORZ_GRID_ON,VERT_GRID_ON,MARKERS_AND_LINES

[Data]
Time,Comment,Field (Oe),Temperature (K),Long Moment (emu),Long Scan Std Dev,Long Algorithm,Long Reg Fit,Long Percent Error (%),Trans Moment (emu),Trans Scan Std Dev,Trans Algorithm,Trans Reg Fit,Trans Percent Error (%),Long Moment [w/o ABS] (emu),Long Scan Std Dev [w/o ABS],Long Reg Fit [w/o ABS],Long Percent Error [w/o ABS] (%),Trans Moment [w/o ABS] (emu),Trans Scan Std Dev [w/o ABS],Trans Reg Fit [w/o ABS],Trans Percent Error [w/o ABS] (%),Points per Scan,Scans per Measurement,Scan Length (cm),Delta Temp (K),Rot Position (deg),Error,EC Comp. Running,Using ABS,
1210320390.609,,1.000000e+003,4.976522e+001,8.254131e-003,1.305894e-006,3,9.859705e-001,1.582109e-002,,,,,,,,,,,,,,32,2,4.000000e+000,4.679871e-002,0.000000e+000,0,,0,
1210320592.437,,1.000000e+003,5.375834e+001,7.849339e-003,7.349357e-007,3,9.859023e-001,9.363025e-003,,,,,,,,,,,,,,32,2,4.000000e+000,5.233002e-002,0.000000e+000,0,,0,
1210320797.125,,1.000000e+003,5.773388e+001,7.484041e-003,5.907144e-007,3,9.858283e-001,7.892988e-003,,,,,,,,,,,,,,32,2,4.000000e+000,2.080917e-002,0.000000e+000,0,,0,
1210321004.843,,1.000000e+003,6.171236e+001,7.145758e-003,2.887720e-007,3,9.858266e-001,4.041167e-003,,,,,,,,,,,,,,32,2,4.000000e+000,7.369995e-002,0.000000e+000,0,,0,
1210321225.937,,1.000000e+003,6.567853e+001,6.838367e-003,1.043793e-006,3,9.859403e-001,1.526378e-002,,,,,,,,,,,,,,32,2,4.000000e+000,8.029175e-002,0.000000e+000,0,,0,
1210321436.609,,1.000000e+003,6.968777e+001,6.557137e-003,6.931182e-007,3,9.859853e-001,1.057044e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.689148e-002,0.000000e+000,0,,0,
1210321642.750,,1.000000e+003,7.365807e+001,6.297797e-003,2.113928e-007,3,9.859939e-001,3.356615e-003,,,,,,,,,,,,,,32,2,4.000000e+000,4.505157e-002,0.000000e+000,0,,0,
1210321854.328,,1.000000e+003,7.766455e+001,6.058833e-003,8.442540e-007,3,9.859673e-001,1.393427e-002,,,,,,,,,,,,,,32,2,4.000000e+000,8.414459e-002,0.000000e+000,0,,0,
1210322062.687,,1.000000e+003,8.162679e+001,5.839922e-003,5.166283e-007,3,9.859593e-001,8.846493e-003,,,,,,,,,,,,,,32,2,4.000000e+000,5.068970e-002,0.000000e+000,0,,0,
1210322274.921,,1.000000e+003,8.559203e+001,5.636198e-003,1.052354e-006,3,9.859685e-001,1.867135e-002,,,,,,,,,,,,,,32,2,4.000000e+000,7.237244e-002,0.000000e+000,0,,0,
1210322487.234,,1.000000e+003,8.957777e+001,5.447536e-003,7.234112e-007,3,9.860713e-001,1.327960e-002,,,,,,,,,,,,,,32,2,4.000000e+000,5.968475e-002,0.000000e+000,0,,0,
1210322701.328,,1.000000e+003,9.361953e+001,5.270652e-003,9.170233e-007,3,9.862002e-001,1.739867e-002,,,,,,,,,,,,,,32,2,4.000000e+000,8.045197e-002,0.000000e+000,0,,0,
1210322912.140,,1.000000e+003,9.752847e+001,5.105333e-003,9.911095e-007,3,9.863513e-001,1.941322e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.159119e-002,0.000000e+000,0,,0,
1210323123.890,,1.000000e+003,1.015114e+002,4.951611e-003,8.705958e-007,3,9.863257e-001,1.758207e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.390076e-002,0.000000e+000,0,,0,
1210323336.359,,1.000000e+003,1.054301e+002,4.807635e-003,7.006914e-007,3,9.863064e-001,1.457455e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.385956e-001,0.000000e+000,0,,0,
1210323548.015,,1.000000e+003,1.094973e+002,4.673286e-003,1.034903e-006,3,9.863133e-001,2.214508e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.482010e-001,0.000000e+000,0,,0,
1210323760.515,,1.000000e+003,1.134612e+002,4.544929e-003,8.442540e-007,3,9.864484e-001,1.857574e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.859055e-001,0.000000e+000,0,,0,
1210323973.078,,1.000000e+003,1.174947e+002,4.425820e-003,1.306552e-006,3,9.864743e-001,2.952114e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.229980e-001,0.000000e+000,0,,0,
1210324188.953,,1.000000e+003,1.214394e+002,4.312209e-003,3.635166e-007,3,9.863881e-001,8.429939e-003,,,,,,,,,,,,,,32,2,4.000000e+000,1.520004e-001,0.000000e+000,0,,0,
1210324399.218,,1.000000e+003,1.253938e+002,4.207538e-003,9.947315e-007,3,9.863695e-001,2.364165e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.876053e-001,0.000000e+000,0,,0,
1210324609.718,,1.000000e+003,1.294028e+002,4.106654e-003,1.281198e-006,3,9.863609e-001,3.119811e-002,,,,,,,,,,,,,,32,2,4.000000e+000,3.530884e-002,0.000000e+000,0,,0,
1210324817.500,,1.000000e+003,1.333448e+002,4.012210e-003,7.632531e-007,3,9.864673e-001,1.902326e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.304016e-001,0.000000e+000,0,,0,
1210325026.250,,1.000000e+003,1.373331e+002,3.920066e-003,9.397430e-007,3,9.865412e-001,2.397263e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.295013e-001,0.000000e+000,0,,0,
1210325232.687,,1.000000e+003,1.413174e+002,3.833908e-003,9.089561e-007,3,9.864844e-001,2.370835e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.074066e-001,0.000000e+000,0,,0,
1210325439.734,,1.000000e+003,1.452901e+002,3.751912e-003,6.883437e-007,3,9.863654e-001,1.834648e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.343994e-001,0.000000e+000,0,,0,
1210325644.984,,1.000000e+003,1.492785e+002,3.674117e-003,6.071780e-007,3,9.864972e-001,1.652582e-002,,,,,,,,,,,,,,32,2,4.000000e+000,7.739258e-002,0.000000e+000,0,,0,
1210325846.593,,1.000000e+003,1.532520e+002,3.598385e-003,9.863351e-007,3,9.866042e-001,2.741049e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.241913e-001,0.000000e+000,0,,0,
1210326046.000,,1.000000e+003,1.572561e+002,3.527065e-003,1.154593e-006,3,9.865801e-001,3.273524e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.300964e-001,0.000000e+000,0,,0,
1210326247.515,,1.000000e+003,1.612138e+002,3.459631e-003,9.804081e-007,3,9.865122e-001,2.833852e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.464996e-001,0.000000e+000,0,,0,
1210326449.984,,1.000000e+003,1.651781e+002,3.393637e-003,1.013500e-006,3,9.866300e-001,2.986471e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.695099e-001,0.000000e+000,0,,0,
1210326652.531,,1.000000e+003,1.691752e+002,3.330216e-003,9.189989e-007,3,9.867799e-001,2.759578e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.428986e-001,0.000000e+000,0,,0,
1210326855.281,,1.000000e+003,1.731360e+002,3.269505e-003,1.003622e-006,3,9.868361e-001,3.069645e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.610107e-001,0.000000e+000,0,,0,
1210327057.640,,1.000000e+003,1.771027e+002,3.212654e-003,9.188342e-007,3,9.867616e-001,2.860048e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.492004e-001,0.000000e+000,0,,0,
1210327259.359,,1.000000e+003,1.811073e+002,3.157834e-003,9.017121e-007,3,9.867473e-001,2.855477e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.748962e-001,0.000000e+000,0,,0,
1210327464.984,,1.000000e+003,1.850536e+002,3.103938e-003,8.147842e-007,3,9.869616e-001,2.625001e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.416016e-001,0.000000e+000,0,,0,
1210327666.156,,1.000000e+003,1.890502e+002,3.052539e-003,1.093842e-006,3,9.870160e-001,3.583385e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.683044e-001,0.000000e+000,0,,0,
1210327870.109,,1.000000e+003,1.930014e+002,3.004333e-003,7.011853e-007,3,9.869056e-001,2.333914e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.604004e-001,0.000000e+000,0,,0,
1210328074.781,,1.000000e+003,1.969852e+002,2.958677e-003,8.877180e-007,3,9.868612e-001,3.000389e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.665039e-001,0.000000e+000,0,,0,
1210328276.531,,1.000000e+003,2.009729e+002,2.912871e-003,9.585116e-007,3,9.869189e-001,3.290608e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.806946e-001,0.000000e+000,0,,0,
1210328481.640,,1.000000e+003,2.049438e+002,2.869019e-003,4.315113e-007,3,9.869598e-001,1.504038e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.791992e-001,0.000000e+000,0,,0,
1210328687.046,,1.000000e+003,2.089029e+002,2.827246e-003,7.326308e-007,3,9.868727e-001,2.591323e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.605072e-001,0.000000e+000,0,,0,
1210328909.750,,1.000000e+003,2.128043e+002,2.788310e-003,3.391504e-007,3,9.866934e-001,1.216330e-002,,,,,,,,,,,,,,32,2,4.000000e+000,9.629822e-002,0.000000e+000,0,,0,
1210329117.000,,1.000000e+003,2.168387e+002,2.749387e-003,5.518603e-007,3,9.868571e-001,2.007212e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.815033e-001,0.000000e+000,0,,0,
1210329323.937,,1.000000e+003,2.208484e+002,2.710498e-003,8.528152e-007,3,9.869072e-001,3.146341e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.690979e-001,0.000000e+000,0,,0,
1210329529.703,,1.000000e+003,2.248034e+002,2.673791e-003,7.788935e-007,3,9.868065e-001,2.913068e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.069946e-001,0.000000e+000,0,,0,
1210329734.187,,1.000000e+003,2.287908e+002,2.639161e-003,5.884095e-007,3,9.868038e-001,2.229532e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.710052e-001,0.000000e+000,0,,0,
1210329940.625,,1.000000e+003,2.327654e+002,2.604378e-003,6.598616e-007,3,9.869503e-001,2.533663e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.351013e-001,0.000000e+000,0,,0,
1210330145.734,,1.000000e+003,2.367180e+002,2.569910e-003,7.858083e-007,3,9.871142e-001,3.057727e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.504974e-001,0.000000e+000,0,,0,
1210330351.578,,1.000000e+003,2.407002e+002,2.537140e-003,7.517286e-007,3,9.870472e-001,2.962897e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.776123e-001,0.000000e+000,0,,0,
1210330556.546,,1.000000e+003,2.446774e+002,2.506021e-003,7.561737e-007,3,9.870151e-001,3.017428e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.833038e-001,0.000000e+000,0,,0,
1210330761.390,,1.000000e+003,2.486221e+002,2.474866e-003,7.232465e-007,3,9.871444e-001,2.922366e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.773071e-001,0.000000e+000,0,,0,
1210330966.328,,1.000000e+003,2.526102e+002,2.444166e-003,7.573262e-007,3,9.871957e-001,3.098505e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.707001e-001,0.000000e+000,0,,0,
1210331170.234,,1.000000e+003,2.566053e+002,2.415013e-003,7.263746e-007,3,9.871075e-001,3.007746e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.509094e-001,0.000000e+000,0,,0,
1210331374.000,,1.000000e+003,2.605858e+002,2.386108e-003,6.934474e-007,3,9.866854e-001,2.906186e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.036987e-001,0.000000e+000,0,,0,
1210331579.625,,1.000000e+003,2.645461e+002,2.358034e-003,7.619360e-007,3,9.868011e-001,3.231234e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.735840e-001,0.000000e+000,0,,0,
1210331786.765,,1.000000e+003,2.685038e+002,2.330346e-003,5.541652e-007,3,9.868340e-001,2.378038e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.513062e-001,0.000000e+000,0,,0,
1210331994.578,,1.000000e+003,2.724784e+002,2.304435e-003,5.225551e-007,3,9.867343e-001,2.267606e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.559753e-001,0.000000e+000,0,,0,
1210332201.781,,1.000000e+003,2.764692e+002,2.280063e-003,5.619031e-007,3,9.866377e-001,2.464420e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.607056e-001,0.000000e+000,0,,0,
1210332411.125,,1.000000e+003,2.803970e+002,2.255572e-003,3.860717e-007,3,9.866977e-001,1.711635e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.804810e-001,0.000000e+000,0,,0,
1210332619.921,,1.000000e+003,2.843744e+002,2.230394e-003,3.579189e-007,3,9.865860e-001,1.604734e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.785034e-001,0.000000e+000,0,,0,
1210332825.281,,1.000000e+003,2.883728e+002,2.205283e-003,8.475468e-007,3,9.862409e-001,3.843257e-002,,,,,,,,,,,,,,32,2,4.000000e+000,1.911011e-001,0.000000e+000,0,,0,
1210333034.250,,1.000000e+003,2.923399e+002,2.184957e-003,2.239051e-007,3,9.863295e-001,1.024758e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.127991e-001,0.000000e+000,0,,0,
1210333240.500,,1.000000e+003,2.962763e+002,2.166758e-003,8.129732e-007,3,9.867214e-001,3.752027e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.354736e-001,0.000000e+000,0,,0,
1210333443.171,,1.000000e+003,3.002955e+002,2.147735e-003,8.654922e-007,3,9.869955e-001,4.029791e-002,,,,,,,,,,,,,,32,2,4.000000e+000,2.335815e-001,0.000000e+000,0,,0,
